tweet,location
"Talking about food in Connaught Place, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about sports in Navrangpura, Chennai. Quite interesting!",CHENNAI
"Talking about weather in Koregaon Park, Mumbai. Quite interesting!","Koregaon Park, Mumbai"
"Talking about event in Salt Lake, Kolkata. Quite interesting!",Kolkata 
"Talking about weather in T Nagar, Kolkata. Quite interesting!","Kolkata, India"
"Talking about technology in Salt Lake, Hyderabad. Quite interesting!",hyderabad
"Talking about sports in Navrangpura, Ahmedabad. Quite interesting!","Navrangpura, Ahmedabad"
"Talking about movies in Salt Lake, Pune. Quite interesting!",Pune 
"Talking about traffic in Koregaon Park, Kolkata. Quite interesting!",kolkata
"Talking about technology in Indiranagar, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about movies in Connaught Place, Kolkata. Quite interesting!",kolkata
"Talking about event in Connaught Place, Delhi. Quite interesting!",Delhi 
"Talking about food in Connaught Place, Mumbai. Quite interesting!",Mumbai 
"Talking about movies in Salt Lake, Delhi. Quite interesting!","Salt Lake, Delhi"
"Talking about weather in Banjara Hills, Bangalore. Quite interesting!",BANGALORE
"Talking about food in T Nagar, Mumbai. Quite interesting!","Mumbai, India"
"Talking about traffic in Koregaon Park, Delhi. Quite interesting!",delhi
"Talking about technology in Andheri, Mumbai. Quite interesting!",MUMBAI
"Talking about technology in Andheri, Pune. Quite interesting!",Pune 
"Talking about traffic in Salt Lake, Hyderabad. Quite interesting!",Hyderabad 
"Talking about event in T Nagar, Hyderabad. Quite interesting!","T Nagar, Hyderabad"
"Talking about weather in T Nagar, Ahmedabad. Quite interesting!","T Nagar, Ahmedabad"
"Talking about traffic in Koregaon Park, Chennai. Quite interesting!",chennai
"Talking about food in Indiranagar, Delhi. Quite interesting!",DELHI
"Talking about technology in Andheri, Kolkata. Quite interesting!",
"Talking about event in Navrangpura, Hyderabad. Quite interesting!",HYDERABAD
"Talking about food in Navrangpura, Pune. Quite interesting!",PUNE
"Talking about technology in T Nagar, Hyderabad. Quite interesting!",HYDERABAD
"Talking about traffic in Andheri, Kolkata. Quite interesting!",Kolkata 
"Talking about movies in T Nagar, Mumbai. Quite interesting!",Mumbai 
"Talking about traffic in Andheri, Delhi. Quite interesting!",DELHI
"Talking about sports in T Nagar, Bangalore. Quite interesting!","Bangalore, India"
"Talking about technology in Andheri, Ahmedabad. Quite interesting!","Andheri, Ahmedabad"
"Talking about food in Navrangpura, Kolkata. Quite interesting!","Kolkata, India"
"Talking about weather in Connaught Place, Chennai. Quite interesting!",Chennai 
"Talking about event in T Nagar, Chennai. Quite interesting!",Chennai 
"Talking about traffic in Indiranagar, Kolkata. Quite interesting!",Kolkata 
"Talking about event in Banjara Hills, Ahmedabad. Quite interesting!",
"Talking about movies in Navrangpura, Chennai. Quite interesting!",chennai
"Talking about food in T Nagar, Mumbai. Quite interesting!",Mumbai 
"Talking about sports in Banjara Hills, Mumbai. Quite interesting!","Mumbai, India"
"Talking about food in Koregaon Park, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about weather in Andheri, Hyderabad. Quite interesting!",
"Talking about sports in T Nagar, Ahmedabad. Quite interesting!","T Nagar, Ahmedabad"
"Talking about sports in Salt Lake, Mumbai. Quite interesting!","Mumbai, India"
"Talking about event in T Nagar, Kolkata. Quite interesting!",kolkata
"Talking about food in Connaught Place, Chennai. Quite interesting!","Chennai, India"
"Talking about event in Salt Lake, Bangalore. Quite interesting!","Salt Lake, Bangalore"
"Talking about weather in T Nagar, Chennai. Quite interesting!","T Nagar, Chennai"
"Talking about weather in Banjara Hills, Pune. Quite interesting!",Pune 
"Talking about technology in Andheri, Chennai. Quite interesting!","Andheri, Chennai"
"Talking about sports in Connaught Place, Hyderabad. Quite interesting!","Connaught Place, Hyderabad"
"Talking about weather in Andheri, Mumbai. Quite interesting!",Mumbai 
"Talking about traffic in T Nagar, Pune. Quite interesting!",pune
"Talking about event in Salt Lake, Kolkata. Quite interesting!","Salt Lake, Kolkata"
"Talking about technology in T Nagar, Bangalore. Quite interesting!","Bangalore, India"
"Talking about technology in Banjara Hills, Chennai. Quite interesting!",chennai
"Talking about movies in Indiranagar, Mumbai. Quite interesting!",
"Talking about technology in Koregaon Park, Bangalore. Quite interesting!",BANGALORE
"Talking about sports in Andheri, Chennai. Quite interesting!",chennai
"Talking about weather in Indiranagar, Pune. Quite interesting!",PUNE
"Talking about weather in Connaught Place, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about weather in Navrangpura, Mumbai. Quite interesting!","Mumbai, India"
"Talking about technology in T Nagar, Kolkata. Quite interesting!",kolkata
"Talking about traffic in T Nagar, Bangalore. Quite interesting!",bangalore
"Talking about technology in Salt Lake, Kolkata. Quite interesting!",kolkata
"Talking about traffic in Salt Lake, Mumbai. Quite interesting!","Mumbai, India"
"Talking about traffic in Salt Lake, Mumbai. Quite interesting!","Mumbai, India"
"Talking about food in Andheri, Bangalore. Quite interesting!","Bangalore, India"
"Talking about sports in Koregaon Park, Chennai. Quite interesting!",CHENNAI
"Talking about traffic in Navrangpura, Kolkata. Quite interesting!",KOLKATA
"Talking about technology in T Nagar, Kolkata. Quite interesting!",Kolkata 
"Talking about event in Andheri, Mumbai. Quite interesting!","Mumbai, India"
"Talking about movies in Salt Lake, Delhi. Quite interesting!",
"Talking about food in Koregaon Park, Ahmedabad. Quite interesting!",
"Talking about sports in Banjara Hills, Pune. Quite interesting!","Pune, India"
"Talking about sports in Navrangpura, Mumbai. Quite interesting!",mumbai
"Talking about event in Salt Lake, Ahmedabad. Quite interesting!",ahmedabad
"Talking about sports in Connaught Place, Kolkata. Quite interesting!",KOLKATA
"Talking about technology in Banjara Hills, Mumbai. Quite interesting!",
"Talking about event in Navrangpura, Hyderabad. Quite interesting!",Hyderabad 
"Talking about event in Indiranagar, Ahmedabad. Quite interesting!",ahmedabad
"Talking about weather in Banjara Hills, Chennai. Quite interesting!",Chennai 
"Talking about traffic in Connaught Place, Pune. Quite interesting!","Connaught Place, Pune"
"Talking about technology in Indiranagar, Chennai. Quite interesting!","Indiranagar, Chennai"
"Talking about technology in Connaught Place, Kolkata. Quite interesting!",KOLKATA
"Talking about technology in Salt Lake, Hyderabad. Quite interesting!",
"Talking about event in Koregaon Park, Hyderabad. Quite interesting!",
"Talking about sports in Indiranagar, Delhi. Quite interesting!",
"Talking about weather in Salt Lake, Kolkata. Quite interesting!",kolkata
"Talking about traffic in T Nagar, Kolkata. Quite interesting!",Kolkata 
"Talking about technology in Indiranagar, Pune. Quite interesting!",Pune 
"Talking about event in Salt Lake, Kolkata. Quite interesting!",kolkata
"Talking about food in Salt Lake, Bangalore. Quite interesting!",Bangalore 
"Talking about event in T Nagar, Pune. Quite interesting!","T Nagar, Pune"
"Talking about movies in Koregaon Park, Bangalore. Quite interesting!",bangalore
"Talking about technology in Andheri, Chennai. Quite interesting!",CHENNAI
"Talking about technology in Koregaon Park, Bangalore. Quite interesting!",bangalore
"Talking about movies in Navrangpura, Chennai. Quite interesting!",Chennai 
"Talking about sports in Salt Lake, Mumbai. Quite interesting!","Salt Lake, Mumbai"
"Talking about event in Indiranagar, Ahmedabad. Quite interesting!",ahmedabad
"Talking about food in Salt Lake, Mumbai. Quite interesting!",Mumbai 
"Talking about technology in Indiranagar, Mumbai. Quite interesting!",Mumbai 
"Talking about movies in Indiranagar, Pune. Quite interesting!",
"Talking about traffic in Banjara Hills, Bangalore. Quite interesting!",Bangalore 
"Talking about movies in Salt Lake, Pune. Quite interesting!",
"Talking about movies in Navrangpura, Mumbai. Quite interesting!",mumbai
"Talking about food in Andheri, Mumbai. Quite interesting!","Andheri, Mumbai"
"Talking about event in Salt Lake, Chennai. Quite interesting!",Chennai 
"Talking about movies in Indiranagar, Delhi. Quite interesting!",
"Talking about movies in Connaught Place, Pune. Quite interesting!","Connaught Place, Pune"
"Talking about sports in Koregaon Park, Chennai. Quite interesting!",
"Talking about sports in Banjara Hills, Hyderabad. Quite interesting!",HYDERABAD
"Talking about event in Connaught Place, Chennai. Quite interesting!",CHENNAI
"Talking about sports in Navrangpura, Bangalore. Quite interesting!","Navrangpura, Bangalore"
"Talking about weather in Indiranagar, Bangalore. Quite interesting!",
"Talking about sports in Koregaon Park, Chennai. Quite interesting!",chennai
"Talking about sports in Connaught Place, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about sports in Connaught Place, Bangalore. Quite interesting!",bangalore
"Talking about technology in Andheri, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about event in Connaught Place, Kolkata. Quite interesting!",kolkata
"Talking about sports in Indiranagar, Kolkata. Quite interesting!","Indiranagar, Kolkata"
"Talking about traffic in Salt Lake, Pune. Quite interesting!","Salt Lake, Pune"
"Talking about food in Connaught Place, Bangalore. Quite interesting!","Connaught Place, Bangalore"
"Talking about sports in Koregaon Park, Bangalore. Quite interesting!",bangalore
"Talking about event in Andheri, Chennai. Quite interesting!","Chennai, India"
"Talking about food in Banjara Hills, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about event in Salt Lake, Bangalore. Quite interesting!","Bangalore, India"
"Talking about sports in Indiranagar, Chennai. Quite interesting!",CHENNAI
"Talking about technology in Indiranagar, Bangalore. Quite interesting!","Bangalore, India"
"Talking about sports in Koregaon Park, Chennai. Quite interesting!",chennai
"Talking about movies in Indiranagar, Delhi. Quite interesting!",
"Talking about event in Indiranagar, Chennai. Quite interesting!","Indiranagar, Chennai"
"Talking about traffic in Indiranagar, Delhi. Quite interesting!","Indiranagar, Delhi"
"Talking about traffic in Navrangpura, Mumbai. Quite interesting!",MUMBAI
"Talking about technology in Navrangpura, Chennai. Quite interesting!",CHENNAI
"Talking about food in Koregaon Park, Bangalore. Quite interesting!",
"Talking about weather in Indiranagar, Delhi. Quite interesting!","Delhi, India"
"Talking about movies in Navrangpura, Bangalore. Quite interesting!",bangalore
"Talking about traffic in Indiranagar, Ahmedabad. Quite interesting!",ahmedabad
"Talking about weather in Koregaon Park, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about sports in Salt Lake, Pune. Quite interesting!",PUNE
"Talking about movies in Connaught Place, Delhi. Quite interesting!","Delhi, India"
"Talking about technology in T Nagar, Delhi. Quite interesting!","Delhi, India"
"Talking about food in Indiranagar, Bangalore. Quite interesting!",Bangalore 
"Talking about technology in Banjara Hills, Hyderabad. Quite interesting!",
"Talking about weather in Banjara Hills, Bangalore. Quite interesting!",bangalore
"Talking about movies in T Nagar, Chennai. Quite interesting!",Chennai 
"Talking about technology in Indiranagar, Delhi. Quite interesting!",
"Talking about traffic in T Nagar, Delhi. Quite interesting!","Delhi, India"
"Talking about traffic in Banjara Hills, Chennai. Quite interesting!",chennai
"Talking about technology in T Nagar, Chennai. Quite interesting!",CHENNAI
"Talking about sports in T Nagar, Kolkata. Quite interesting!","T Nagar, Kolkata"
"Talking about food in Indiranagar, Bangalore. Quite interesting!","Indiranagar, Bangalore"
"Talking about sports in Salt Lake, Hyderabad. Quite interesting!",Hyderabad 
"Talking about movies in Navrangpura, Mumbai. Quite interesting!",MUMBAI
"Talking about food in T Nagar, Hyderabad. Quite interesting!",Hyderabad 
"Talking about weather in Navrangpura, Delhi. Quite interesting!",delhi
"Talking about sports in Banjara Hills, Chennai. Quite interesting!",chennai
"Talking about food in T Nagar, Kolkata. Quite interesting!","T Nagar, Kolkata"
"Talking about sports in Navrangpura, Pune. Quite interesting!",PUNE
"Talking about movies in Salt Lake, Pune. Quite interesting!","Salt Lake, Pune"
"Talking about movies in Banjara Hills, Ahmedabad. Quite interesting!",ahmedabad
"Talking about food in Indiranagar, Ahmedabad. Quite interesting!","Indiranagar, Ahmedabad"
"Talking about movies in Connaught Place, Kolkata. Quite interesting!","Connaught Place, Kolkata"
"Talking about event in Koregaon Park, Bangalore. Quite interesting!",bangalore
"Talking about food in Andheri, Chennai. Quite interesting!","Chennai, India"
"Talking about sports in Salt Lake, Mumbai. Quite interesting!",mumbai
"Talking about weather in Salt Lake, Pune. Quite interesting!","Pune, India"
"Talking about event in Andheri, Chennai. Quite interesting!",Chennai 
"Talking about weather in Navrangpura, Chennai. Quite interesting!",Chennai 
"Talking about event in Connaught Place, Kolkata. Quite interesting!",
"Talking about technology in Navrangpura, Delhi. Quite interesting!","Delhi, India"
"Talking about movies in Indiranagar, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about food in Salt Lake, Pune. Quite interesting!",pune
"Talking about sports in T Nagar, Ahmedabad. Quite interesting!","T Nagar, Ahmedabad"
"Talking about sports in Banjara Hills, Kolkata. Quite interesting!","Banjara Hills, Kolkata"
"Talking about technology in T Nagar, Chennai. Quite interesting!",CHENNAI
"Talking about traffic in Connaught Place, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about technology in Koregaon Park, Delhi. Quite interesting!","Koregaon Park, Delhi"
"Talking about movies in Banjara Hills, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about food in Connaught Place, Chennai. Quite interesting!",CHENNAI
"Talking about weather in Koregaon Park, Chennai. Quite interesting!",CHENNAI
"Talking about event in Andheri, Ahmedabad. Quite interesting!",AHMEDABAD
